bar_i,original_direction,shadow_direction_t0,direction_relation,market_state,location_score,long_continuation_score,short_continuation_score,long_reversal_score,short_reversal_score,long_total,short_total,long_evidence,short_evidence,countertrend_ratio,active_1m,active_5m,active_15m,dominant_active,15m_state,5m_state,reason_codes,market_state_reasons,opportunity_id,traded
2498491,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,2,4,8,8,10,8,10,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02498491_SHORT,True
2498917,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,3,6,3,8,6,8,6,1.0,STRONG_DOWN,STRONG_DOWN,DOWN,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02498917_LONG,True
2499126,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,1,3,6,7,7,7,7,0.8571428571428572,NEUTRAL,UP,TRANSITION,UP,NEUTRAL,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02499126_SHORT,True
2499173,SHORT,SHORT,SAME,REVERSAL_TRANSITION,1,4,1,3,7,7,8,7,8,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02499173_SHORT,True
2499181,LONG,LONG,SAME,REVERSAL_TRANSITION,3,2,5,7,3,9,8,9,8,1.0,STRONG_UP,STRONG_DOWN,UP,STRONG_DOWN,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02499181_LONG,True
2499279,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,7,2,8,6,8,6,1.0,STRONG_UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,TRANSITION,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02499279_LONG,True
2499838,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,5,7,3,8,8,8,8,1.0,STRONG_UP,STRONG_DOWN,DOWN,STRONG_DOWN,NEUTRAL,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02499838_LONG,True
2500175,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,6,3,7,7,7,7,1.0,STRONG_UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,NEUTRAL,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02500175_LONG,True
2500626,LONG,LONG,SAME,REVERSAL_TRANSITION,3,2,3,6,3,8,6,8,6,0.9137931034482758,STRONG_DOWN,DOWN,UP,STRONG_DOWN,BULLISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02500626_LONG,True
2501556,LONG,LONG,SAME,REVERSAL_TRANSITION,1,0,3,6,2,6,5,6,5,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02501556_LONG,True
2501842,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,2,3,7,8,9,8,9,1.0,STRONG_DOWN,STRONG_UP,UP,STRONG_UP,NEUTRAL,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02501842_SHORT,True
2502249,SHORT,SHORT,SAME,REVERSAL_TRANSITION,3,5,2,3,7,8,9,8,9,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02502249_SHORT,True
2502469,LONG,LONG,SAME,REVERSAL_TRANSITION,1,1,4,7,3,8,7,8,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02502469_LONG,True
2502576,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,1,3,6,7,7,7,7,1.0,DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02502576_SHORT,True
2502843,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,2,3,6,7,8,7,8,1.0,STRONG_DOWN,STRONG_UP,NEUTRAL,STRONG_UP,TRANSITION,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02502843_SHORT,True
2503058,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,6,3,7,7,7,7,1.0,STRONG_UP,TRANSITION,STRONG_DOWN,STRONG_DOWN,BULLISH,TRANSITION,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02503058_LONG,True
2503151,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,2,2,3,5,5,7,5,7,1.0,UP,DOWN,UP,UP,TRANSITION,DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02503151_SHORT,True
2503184,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,2,3,7,7,9,7,9,0.9310344827586207,STRONG_DOWN,STRONG_UP,DOWN,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02503184_SHORT,True
2503367,LONG,LONG,SAME,REVERSAL_TRANSITION,1,1,4,7,3,8,7,8,7,1.0,STRONG_UP,UP,STRONG_DOWN,STRONG_DOWN,BULLISH,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02503367_LONG,True
2503505,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,5,7,3,9,8,9,8,1.0,STRONG_UP,STRONG_DOWN,TRANSITION,STRONG_DOWN,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02503505_LONG,True
2503820,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,6,3,7,7,7,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02503820_LONG,True
2504027,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,2,3,7,7,9,7,9,1.0,DOWN,STRONG_UP,NEUTRAL,STRONG_UP,TRANSITION,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02504027_SHORT,True
2504165,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,1,2,7,7,8,7,8,1.0,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02504165_SHORT,True
2505291,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,5,7,2,8,7,8,7,1.0,UP,STRONG_DOWN,TRANSITION,STRONG_DOWN,NEUTRAL,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02505291_LONG,True
2505447,LONG,LONG,SAME,REVERSAL_TRANSITION,3,0,5,7,2,7,7,7,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,TRANSITION,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02505447_LONG,True
2505959,SHORT,SHORT,SAME,REVERSAL_TRANSITION,1,4,0,2,7,6,7,6,7,1.0,STRONG_DOWN,STRONG_UP,NEUTRAL,STRONG_UP,TRANSITION,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02505959_SHORT,True
2506029,LONG,LONG,SAME,REVERSAL_TRANSITION,3,1,5,7,2,8,7,8,7,1.0,DOWN,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02506029_LONG,True
2506316,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,5,7,3,8,8,8,8,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,NEUTRAL,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02506316_LONG,True
2507288,SHORT,SHORT,SAME,REVERSAL_TRANSITION,1,3,1,3,6,6,7,6,7,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02507288_SHORT,True
2507332,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,2,3,7,7,9,7,9,1.0,STRONG_DOWN,DOWN,STRONG_UP,STRONG_UP,TRANSITION,DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02507332_SHORT,True
2507419,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,2,3,7,8,9,8,9,1.0,STRONG_DOWN,STRONG_UP,DOWN,STRONG_UP,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02507419_SHORT,True
2508021,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,1,4,6,7,7,7,7,1.0,DOWN,UP,NEUTRAL,UP,BEARISH,UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02508021_SHORT,True
2508239,LONG,LONG,SAME,REVERSAL_TRANSITION,1,1,2,5,3,6,5,6,5,0.9347826086956523,NEUTRAL,TRANSITION,DOWN,DOWN,BULLISH,TRANSITION,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02508239_LONG,True
2509136,LONG,LONG,SAME,REVERSAL_TRANSITION,1,1,3,6,3,7,6,7,6,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02509136_LONG,True
2509521,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,2,4,7,7,9,7,9,1.0,STRONG_DOWN,STRONG_UP,TRANSITION,STRONG_UP,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02509521_SHORT,True
2509594,LONG,LONG,SAME,REVERSAL_TRANSITION,3,2,4,6,3,8,7,8,7,1.0,STRONG_UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02509594_LONG,True
2510314,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,3,6,3,8,6,8,6,1.0,DOWN,TRANSITION,NEUTRAL,DOWN,BULLISH,TRANSITION,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02510314_LONG,True
2510594,LONG,LONG,SAME,REVERSAL_TRANSITION,3,0,5,8,4,8,9,8,9,0.8918918918918919,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02510594_LONG,True
2510760,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,5,7,3,8,8,8,8,1.0,UP,UP,STRONG_DOWN,STRONG_DOWN,BULLISH,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02510760_LONG,True
2510784,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,5,7,3,9,8,9,8,1.0,NEUTRAL,UP,STRONG_DOWN,STRONG_DOWN,BULLISH,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02510784_LONG,True
2511104,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,1,3,7,8,8,8,8,1.0,STRONG_DOWN,STRONG_UP,DOWN,STRONG_UP,NEUTRAL,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02511104_SHORT,True
2511378,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,7,2,8,6,8,6,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02511378_LONG,True
2511650,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,7,4,9,8,9,8,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02511650_LONG,True
2511734,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,1,3,7,8,8,8,8,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02511734_SHORT,True
2511921,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,7,2,8,6,8,6,0.9083333333333334,STRONG_UP,UP,STRONG_DOWN,STRONG_DOWN,BULLISH,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02511921_LONG,True
2512740,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,0,2,7,7,7,7,7,1.0,STRONG_DOWN,STRONG_UP,DOWN,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02512740_SHORT,True
2512935,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,2,5,3,7,5,7,5,1.0,NEUTRAL,DOWN,TRANSITION,DOWN,BULLISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02512935_LONG,True
2514531,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,5,7,2,8,7,8,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,TRANSITION,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02514531_LONG,True
2514553,LONG,LONG,SAME,REVERSAL_TRANSITION,1,1,4,8,4,9,8,9,8,1.0,UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02514553_LONG,True
2514656,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,0,2,7,7,7,7,7,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02514656_SHORT,True
2514729,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,6,3,7,7,7,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02514729_LONG,True
2514857,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,6,3,7,7,7,7,1.0,UP,UP,DOWN,DOWN,TRANSITION,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02514857_LONG,True
2515521,SHORT,SHORT,SAME,REVERSAL_TRANSITION,1,4,1,3,7,7,8,7,8,1.0,DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02515521_SHORT,True
2515665,LONG,SHORT,FLIPPED,REVERSAL_TRANSITION,2,5,0,4,8,9,8,9,8,1.0,DOWN,STRONG_UP,NEUTRAL,STRONG_UP,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_REJECTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02515665_LONG,True
2515691,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,3,5,3,6,6,6,6,0.8750000000000001,UP,DOWN,NEUTRAL,DOWN,BULLISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02515691_LONG,True
2516174,LONG,SHORT,FLIPPED,REVERSAL_TRANSITION,2,5,0,4,8,9,8,9,8,0.9803921568627452,STRONG_DOWN,STRONG_UP,NEUTRAL,STRONG_UP,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_REJECTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02516174_LONG,True
2516240,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,2,3,7,7,9,7,9,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,TRANSITION,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02516240_SHORT,True
2516264,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,1,2,7,6,8,6,8,1.0,STRONG_DOWN,UP,STRONG_UP,STRONG_UP,NEUTRAL,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02516264_SHORT,True
2516602,LONG,LONG,SAME,REVERSAL_TRANSITION,1,1,4,7,3,8,7,8,7,1.0,STRONG_UP,UP,STRONG_DOWN,STRONG_DOWN,NEUTRAL,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02516602_LONG,True
2516708,LONG,LONG,SAME,REVERSAL_TRANSITION,2,0,5,7,2,7,7,7,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02516708_LONG,True
2516773,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,2,3,6,6,8,6,8,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02516773_SHORT,True
2516887,LONG,LONG,SAME,REVERSAL_TRANSITION,3,1,4,6,2,7,6,7,6,1.0,UP,DOWN,DOWN,DOWN,BULLISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02516887_LONG,True
2517091,LONG,LONG,SAME,REVERSAL_TRANSITION,2,0,5,7,2,7,7,7,7,1.0,STRONG_UP,STRONG_DOWN,UP,STRONG_DOWN,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02517091_LONG,True
2517791,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,2,3,6,6,8,6,8,1.0,TRANSITION,DOWN,UP,UP,BEARISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02517791_SHORT,True
2518190,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,5,7,3,9,8,9,8,1.0,STRONG_UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02518190_LONG,True
